β,lap_time,whileloop_count,collision_count,crash_rate,Avg.Speed,Max.Speed,Note
25,36.72304654121399,5096,0,0.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 25
"
30,26.03870439529419,3591,17,7.0,,,
30,26.9164981842041,3585,1,1.0,,,
30,26.692920684814453,3563,2,2.0,,,
30,27.09060263633728,3559,5,3.0,,,
30,27.523385763168335,3608,1,1.0,,,
30,27.430957794189453,3625,29,9.0,,,
30,27.450711011886597,3565,9,5.0,,,
30,27.62709355354309,3610,6,2.0,,,
30,26.668864488601685,3631,7,2.0,,,
30,26.929818630218506,3607,3,2.0,,,
30,26.699871301651,3581,10,3.0,,,
30,27.334219932556152,3606,25,6.0,,,
30,38.55928325653076,5147,0,0.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 30
"
35,26.384423971176147,3590,0,0.0,,,
35,26.424844980239868,3564,2,1.0,,,
35,26.806774616241455,3585,20,7.0,,,
35,26.331178903579712,3564,9,4.0,,,
35,26.539199590682983,3611,10,2.0,,,
35,26.078239679336548,3618,6,1.0,,,
35,26.470088720321655,3546,15,8.0,,,
35,27.357515573501587,3545,2,2.0,,,
35,25.976746797561646,3615,9,5.0,,,
35,25.842846870422363,3568,3,2.0,,,
35,26.45217752456665,3542,9,7.0,,,
35,25.8432137966156,3580,12,7.0,,,
35,36.39660978317261,5076,0,0.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 35
"
40,26.063210487365723,3578,9,2.0,,,
40,26.497353076934814,3575,9,2.0,,,
40,26.07576036453247,3569,1,1.0,,,
40,26.679688453674316,3587,17,6.0,,,
40,26.541112661361694,3591,3,2.0,,,
40,27.42680048942566,3644,16,5.0,,,
40,26.745420217514038,3604,18,4.0,,,
40,26.02935528755188,3607,0,0.0,,,
40,27.44323444366455,3570,5,3.0,,,
40,26.052544593811035,3569,12,6.0,,,
40,26.441887140274048,3568,10,6.0,,,
40,27.094890832901,3613,10,6.0,,,
40,39.74335193634033,5140,0,0.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 40
"
45,26.754699230194092,3610,7,4.0,,,
45,26.294519662857056,3569,2,2.0,,,
45,26.338526248931885,3568,1,1.0,,,
45,25.847113609313965,3525,8,4.0,,,
45,26.811172485351562,3609,12,5.0,,,
45,27.083356857299805,3605,18,7.0,,,
45,26.343337297439575,3612,8,3.0,,,
45,25.941670656204224,3588,10,5.0,,,
45,25.92890167236328,3610,10,3.0,,,
45,27.424710750579834,3568,17,9.0,,,
45,26.881382942199707,3566,3,3.0,,,
45,26.653616428375244,3566,4,2.0,,,
45,37.963369369506836,5145,2,1.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 45
"
0.1,29.960157871246338,3835,60,10.0,,,
0.1,28.634580612182617,3793,56,10.0,,,
0.1,29.385751724243164,3830,51,11.0,,,
0.1,28.523691654205322,3828,55,10.0,,,
0.1,28.1268093585968,3837,60,10.0,,,
0.1,28.494936227798462,3875,45,12.0,,,
0.1,28.85383176803589,3957,96,16.0,,,
0.1,28.506591320037842,3910,81,15.0,,,
0.1,28.358274221420288,3869,75,14.0,,,
0.1,28.536224126815796,3911,57,13.0,,,
0.1,28.556861639022827,3937,33,7.0,,,
0.1,28.090856790542603,3875,66,12.0,,,
0.1,39.167420387268066,5381,100,24.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.1
"
0.3,27.912973165512085,3829,75,11.0,,,
0.3,26.9377019405365,3832,71,11.0,,,
0.3,25.538496494293213,3834,64,11.0,,,
0.3,26.026421308517456,3870,77,12.0,,,
0.3,26.76044225692749,3792,35,7.0,,,
0.3,26.461533308029175,3873,57,10.0,,,
0.3,26.023621082305908,3832,46,8.0,,,
0.3,27.345497608184814,3871,46,9.0,,,
0.3,28.28713059425354,3947,67,13.0,,,
0.3,26.96546196937561,3871,69,14.0,,,
0.3,26.80366086959839,3868,67,13.0,,,
0.3,27.40208077430725,3841,67,11.0,,,
0.3,37.226256132125854,5231,81,24.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.3
"
0.5,26.773659467697144,3832,86,12.0,,,
0.5,26.85222625732422,3816,80,13.0,,,
0.5,26.532114028930664,3755,23,4.0,,,
0.5,27.115492582321167,3830,55,10.0,,,
0.5,28.157758712768555,3856,35,8.0,,,
0.5,26.3972487449646,3837,38,7.0,,,
0.5,27.474053144454956,3870,53,9.0,,,
0.5,26.568660259246826,3832,47,11.0,,,
0.5,27.69877815246582,3871,71,13.0,,,
0.5,27.496721267700195,3831,72,13.0,,,
0.5,27.49253225326538,3830,52,10.0,,,
0.5,26.698352098464966,3872,60,12.0,,,
0.5,36.50859236717224,5271,81,24.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.5
"
0.8,27.30649995803833,3794,52,8.0,,,
0.8,28.797062397003174,3909,75,13.0,,,
0.8,26.458125114440918,3794,31,7.0,,,
0.8,27.109548807144165,3793,52,8.0,,,
0.8,28.756579160690308,3916,52,9.0,,,
0.8,28.005813360214233,3951,86,11.0,,,
0.8,26.15115761756897,3937,69,11.0,,,
0.8,25.55069375038147,3794,33,8.0,,,
0.8,26.92353343963623,3948,85,17.0,,,
0.8,25.706022024154663,3830,55,9.0,,,
0.8,26.034209966659546,3915,67,11.0,,,
0.8,26.00762128829956,3909,75,14.0,,,
0.8,34.57930064201355,5188,101,24.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.8
"
1,24.894742965698242,3755,31,5.0,,,
1,24.89762783050537,3754,82,11.0,,,
1,24.987313508987427,3755,35,5.0,,,
1,25.220235347747803,3799,20,3.0,,,
1,25.64154291152954,3857,87,12.0,,,
1,25.204807996749878,3792,57,10.0,,,
1,25.479284048080444,3837,51,7.0,,,
1,25.520957469940186,3832,84,14.0,,,
1,26.119327545166016,3934,111,17.0,,,
1,26.263285160064697,3949,90,17.0,,,
1,25.11758542060852,3793,83,14.0,,,
1,25.789280652999878,3873,60,14.0,,,
1,34.45751404762268,5197,101,24.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 1
"
2,25.251669883728027,3792,27,4.0,,,
2,25.15408182144165,3792,61,10.0,,,
2,25.193357706069946,3794,45,7.0,,,
2,24.919301748275757,3756,50,8.0,,,
2,25.52213144302368,3837,50,11.0,,,
2,25.68648338317871,3875,51,9.0,,,
2,25.965111017227173,3913,78,13.0,,,
2,25.140944004058838,3792,68,10.0,,,
2,25.227264165878296,3796,65,11.0,,,
2,25.466156721115112,3836,47,9.0,,,
2,25.380089282989502,3831,42,9.0,,,
2,25.428566694259644,3838,80,14.0,,,
2,34.52232122421265,5201,57,18.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 2
"
3,24.845871686935425,3750,43,8.0,,,
3,25.708691358566284,3751,26,5.0,,,
3,25.31439447402954,3750,69,10.0,,,
3,26.207321405410767,3830,51,9.0,,,
3,25.45661234855652,3789,59,10.0,,,
3,26.00766634941101,3831,63,11.0,,,
3,26.6257004737854,3753,52,9.0,,,
3,26.843427419662476,3860,107,17.0,,,
3,25.83552122116089,3871,64,13.0,,,
3,26.597536325454712,3991,68,12.0,,,
3,25.16233730316162,3786,77,11.0,,,
3,27.365535497665405,3982,115,18.0,,,
3,36.420385122299194,5199,104,28.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 3
"
4,26.78624701499939,3833,60,9.0,,,
4,25.83305597305298,3711,42,9.0,,,
4,26.990453958511353,3787,58,10.0,,,
4,26.342236042022705,3873,62,8.0,,,
4,26.861475467681885,3836,47,9.0,,,
4,27.627814054489136,3911,54,8.0,,,
4,27.52923822402954,3913,72,12.0,,,
4,27.4342679977417,3792,44,7.0,,,
4,27.402395963668823,3874,69,12.0,,,
4,25.930349349975586,3870,77,13.0,,,
4,26.209224700927734,3937,74,14.0,,,
4,26.84064555168152,3913,70,12.0,,,
4,35.71888446807861,5200,74,25.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 4
"
5,25.424705266952515,3789,60,8.0,,,
5,25.359010457992554,3792,30,5.0,,,
5,25.108057498931885,3753,67,9.0,,,
5,25.838120937347412,3750,40,6.0,,,
5,26.544357776641846,3955,63,8.0,,,
5,26.04231333732605,3876,41,7.0,,,
5,26.719751119613647,3793,30,6.0,,,
5,25.667500257492065,3833,38,6.0,,,
5,25.575867414474487,3830,74,12.0,,,
5,25.479422569274902,3830,56,10.0,,,
5,25.58530306816101,3872,94,15.0,,,
5,25.443877458572388,3857,89,14.0,,,
5,34.73697090148926,5237,85,28.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 5
"
6,24.819669723510742,3754,61,10.0,,,
6,25.31089758872986,3830,94,15.0,,,
6,24.547760009765625,3711,26,4.0,,,
6,24.746554851531982,3754,67,10.0,,,
6,25.257439613342285,3832,75,12.0,,,
6,25.46781086921692,3836,44,7.0,,,
6,25.337865352630615,3815,76,14.0,,,
6,25.61232900619507,3872,60,12.0,,,
6,25.019617557525635,3789,55,11.0,,,
6,25.39663600921631,3834,54,9.0,,,
6,25.343693494796753,3832,59,10.0,,,
6,25.388001441955566,3833,69,9.0,,,
6,34.963561058044434,5275,95,29.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 6
"
7,25.224082946777344,3794,76,10.0,,,
7,25.90793514251709,3907,75,10.0,,,
7,24.62460684776306,3716,59,8.0,,,
7,24.589782238006592,3711,42,6.0,,,
7,25.38822317123413,3828,57,10.0,,,
7,25.312033653259277,3832,70,10.0,,,
7,25.114408493041992,3794,57,9.0,,,
7,25.438252210617065,3836,49,10.0,,,
7,25.137457370758057,3789,46,9.0,,,
7,25.10879611968994,3789,53,9.0,,,
7,25.65967559814453,3877,60,11.0,,,
7,25.641384601593018,3872,115,15.0,,,
7,34.880213499069214,5269,77,28.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 7
"
8,24.751291036605835,3749,32,5.0,,,
8,25.130415201187134,3793,61,10.0,,,
8,24.843881845474243,3752,58,9.0,,,
8,25.07296919822693,3792,54,9.0,,,
8,25.618476390838623,3857,46,7.0,,,
8,25.25161838531494,3834,67,11.0,,,
8,25.893808364868164,3913,59,10.0,,,
8,25.359344959259033,3817,44,8.0,,,
8,25.547987699508667,3873,44,8.0,,,
8,25.96981143951416,3913,78,14.0,,,
8,25.164841175079346,3796,58,10.0,,,
8,25.703972339630127,3872,61,11.0,,,
8,34.65647315979004,5234,61,23.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 8
"
9,25.565871715545654,3847,52,8.0,,,
9,25.176410913467407,3795,55,8.0,,,
9,24.595545768737793,3713,62,9.0,,,
9,25.089394330978394,3790,93,11.0,,,
9,24.881747007369995,3751,36,6.0,,,
9,25.094377279281616,3794,47,9.0,,,
9,24.994347095489502,3793,51,9.0,,,
9,25.816296577453613,3912,67,10.0,,,
9,25.42522358894348,3831,59,10.0,,,
9,26.20978283882141,3948,81,14.0,,,
9,25.082366466522217,3792,85,13.0,,,
9,25.6539568901062,3872,68,10.0,,,
9,34.58621525764465,5238,102,32.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 9
"
12,25.4432373046875,3831,56,10.0,,,
12,24.839179754257202,3753,55,7.0,,,
12,24.86162304878235,3754,64,8.0,,,
12,25.884702444076538,3912,82,13.0,,,
12,25.558799266815186,3855,39,6.0,,,
12,25.32497262954712,3836,51,6.0,,,
12,25.58478045463562,3874,82,13.0,,,
12,25.400862455368042,3834,63,10.0,,,
12,25.411978244781494,3831,60,10.0,,,
12,25.627137422561646,3874,63,12.0,,,
12,25.349926710128784,3829,87,15.0,,,
12,25.059850931167603,3790,52,10.0,,,
12,34.965431451797485,5300,106,27.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 12
"
15,25.14309573173523,3792,60,10.0,,,
15,26.029962062835693,3792,55,9.0,,,
15,25.80636239051819,3737,48,7.0,,,
15,25.16147518157959,3788,69,10.0,,,
15,26.204202890396118,3836,64,10.0,,,
15,25.312540769577026,3790,50,9.0,,,
15,25.518946409225464,3831,68,11.0,,,
15,25.232553005218506,3791,49,9.0,,,
15,25.752241849899292,3877,91,14.0,,,
15,25.26466989517212,3790,57,11.0,,,
15,24.91211223602295,3753,70,13.0,,,
15,25.810113191604614,3876,68,14.0,,,
15,35.449732303619385,5322,106,29.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 15
"
20,24.919352293014526,3751,43,7.0,,,
20,25.18479084968567,3791,62,9.0,,,
20,25.35838508605957,3828,73,11.0,,,
20,24.929327487945557,3752,28,4.0,,,
20,25.751705169677734,3875,68,11.0,,,
20,25.200180292129517,3795,46,7.0,,,
20,25.455973863601685,3831,63,11.0,,,
20,25.22693705558777,3796,76,13.0,,,
20,25.85461449623108,3877,65,15.0,,,
20,25.218671321868896,3792,70,10.0,,,
20,25.834089517593384,3835,55,11.0,,,
20,28.246936082839966,3791,39,7.0,,,
20,41.44070076942444,5321,83,23.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 20
"
25,28.466994047164917,3756,39,8.0,,,
25,28.316529750823975,3793,43,8.0,,,
25,28.095208644866943,3753,91,13.0,,,
25,29.584299564361572,3832,46,6.0,,,
25,28.91816806793213,3835,51,8.0,,,
25,28.347418069839478,3795,70,13.0,,,
25,28.481898546218872,3836,77,12.0,,,
25,28.57086420059204,3874,66,9.0,,,
25,29.271833419799805,3986,103,18.0,,,
25,28.400384187698364,3798,50,11.0,,,
25,28.230979681015015,3834,57,9.0,,,
25,28.538859128952026,3835,69,15.0,,,
25,40.545602560043335,5388,116,29.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 25
"
30,28.909605026245117,3791,48,9.0,,,
30,28.337612867355347,3794,66,9.0,,,
30,27.946115493774414,3752,42,7.0,,,
30,28.483746767044067,3709,50,9.0,,,
30,28.58384132385254,3871,62,13.0,,,
30,27.63886833190918,3791,59,13.0,,,
30,27.607316255569458,3790,56,11.0,,,
30,27.45820903778076,3792,48,7.0,,,
30,28.381142616271973,3834,57,10.0,,,
30,28.450083255767822,3827,70,11.0,,,
30,27.639925241470337,3790,70,10.0,,,
30,28.297852993011475,3871,91,16.0,,,
30,38.94053673744202,5261,116,27.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 30
"
35,27.897581338882446,3748,51,8.0,,,
35,28.73571753501892,3788,59,10.0,,,
35,28.584261178970337,3791,69,10.0,,,
35,28.68777894973755,3873,62,10.0,,,
35,27.34216332435608,3831,62,10.0,,,
35,27.657338619232178,3873,60,11.0,,,
35,28.104586601257324,3795,59,10.0,,,
35,27.571075677871704,3792,43,9.0,,,
35,30.2316734790802,3871,76,14.0,,,
35,28.08801293373108,3832,64,11.0,,,
35,29.378308057785034,3832,51,8.0,,,
35,31.004501342773438,3910,90,12.0,,,
35,39.94942879676819,5272,112,28.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 35
"
40,28.395084142684937,3751,38,5.0,,,
40,27.717002391815186,3709,27,4.0,,,
40,27.996188640594482,3716,41,5.0,,,
40,28.28634762763977,3753,42,8.0,,,
40,27.948895931243896,3792,54,9.0,,,
40,28.350645542144775,3835,85,14.0,,,
40,28.4688880443573,3872,57,12.0,,,
40,27.939209938049316,3830,39,6.0,,,
40,28.299109935760498,3833,70,11.0,,,
40,28.84729266166687,3834,55,9.0,,,
40,28.687175035476685,3872,68,11.0,,,
40,27.864370107650757,3831,44,9.0,,,
40,38.09138298034668,5272,86,20.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 40
"
45,27.830358028411865,3792,56,9.0,,,
45,27.15743350982666,3711,27,4.0,,,
45,27.163596630096436,3751,92,13.0,,,
45,27.488662004470825,3791,37,6.0,,,
45,28.005702018737793,3858,74,11.0,,,
45,27.781324863433838,3833,74,13.0,,,
45,27.61546754837036,3794,72,12.0,,,
45,28.700883150100708,3956,96,15.0,,,
45,28.23474359512329,3876,87,15.0,,,
45,29.188030004501343,3991,105,18.0,,,
45,28.287468433380127,3833,65,9.0,,,
45,27.9578697681427,3792,45,7.0,,,
45,38.020888566970825,5263,109,28.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 45
"
50,27.3828706741333,3791,55,10.0,,,
50,27.16962504386902,3752,34,6.0,,,
50,27.029664993286133,3715,40,7.0,,,
50,27.349902629852295,3756,39,6.0,,,
50,29.261356353759766,3837,53,8.0,,,
50,29.307846069335938,3835,50,11.0,,,
50,30.22042751312256,3835,66,11.0,,,
50,30.11769723892212,3789,44,7.0,,,
50,29.741187572479248,3835,82,14.0,,,
50,28.502367734909058,3756,64,13.0,,,
50,29.255187034606934,3830,83,12.0,,,
50,28.636821031570435,3871,69,11.0,,,
50,38.73036170005798,5259,109,27.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 50
"
,,,,,,,"End of iteration for move_speed index 0
"
,23.68011975288391,3666,2,1.0,,,
,23.596296548843384,3667,21,4.0,,,
,23.307427644729614,3626,7,1.0,,,
,23.444688320159912,3652,26,6.0,,,
,24.015592575073242,3666,9,2.0,,,
,25.214293241500854,3653,20,4.0,,,
,24.43952178955078,3625,2,1.0,,,
,24.79906415939331,3629,6,2.0,,,
,25.21965193748474,3668,11,3.0,,,
,25.035870790481567,3668,36,8.0,,,
,25.45430588722229,3625,8,2.0,,,
,25.03429365158081,3630,26,4.0,,,
,35.778624296188354,5186,18,7.0,,,
,,,,,,,"End of iteration for move_speed index 0
"
,23.07257580757141,3607,8,3.0,,,
,23.519917011260986,3643,1,1.0,,,
,22.615468978881836,3565,4,2.0,,,
,23.092201232910156,3572,5,3.0,,,
,23.59286665916443,3610,10,5.0,,,
,22.99252986907959,3599,0,0.0,,,
,23.283442735671997,3584,10,5.0,,,
,24.30813217163086,3568,3,3.0,,,
,23.690080404281616,3608,6,3.0,,,
,22.93704605102539,3586,13,4.0,,,
,23.88751983642578,3581,6,3.0,,,
,23.892420291900635,3606,5,4.0,,,
,35.87648057937622,5143,0,0.0,,,
,25.928105115890503,3752,78,10.0,,,
,24.798858880996704,3758,46,8.0,,,
,24.26791477203369,3756,45,7.0,,,
,24.661654472351074,3751,55,7.0,,,
,25.82598638534546,3873,96,15.0,,,
,25.139806270599365,3875,48,8.0,,,
,24.150022745132446,3794,57,9.0,,,
,24.57289481163025,3830,53,8.0,,,
,25.792722940444946,3914,81,15.0,,,
,26.154117822647095,3750,72,14.0,,,
,27.3705050945282,3830,70,11.0,,,
,26.29237174987793,3916,100,17.0,,,
,34.08901000022888,5261,88,22.0,,,
,,,,,,,"End of iteration for move_speed index 1
"
100,25.296903610229492,3668,28,5.0,,,
100,25.1578049659729,3668,16,3.0,,,
100,24.948922634124756,3666,15,4.0,,,
100,25.130800008773804,3667,20,3.0,,,
100,25.490472078323364,3668,5,2.0,,,
100,26.57126021385193,3708,28,6.0,,,
100,25.045183897018433,3628,0,0.0,,,
100,25.609065771102905,3626,0,0.0,,,
100,25.52341938018799,3666,28,6.0,,,
100,26.435834169387817,3708,21,5.0,,,
100,25.271114587783813,3627,13,4.0,,,
100,25.073801040649414,3667,39,7.0,,,
100,34.58033037185669,5163,15,6.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 100
"
200,25.87830662727356,3668,21,4.0,,,
200,25.744842290878296,3668,14,3.0,,,
200,25.685325384140015,3627,0,0.0,,,
200,26.189014673233032,3668,11,3.0,,,
200,26.214001417160034,3668,5,1.0,,,
200,24.668959617614746,3669,34,8.0,,,
200,23.941187143325806,3667,24,5.0,,,
200,23.964191436767578,3667,18,4.0,,,
200,23.851342916488647,3669,5,2.0,,,
200,23.91321039199829,3669,26,4.0,,,
200,23.55066704750061,3629,15,4.0,,,
200,23.81430196762085,3667,26,6.0,,,
200,34.00352907180786,5233,13,5.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 200
"
300,23.986144304275513,3667,12,2.0,,,
300,23.786797523498535,3666,38,7.0,,,
300,23.575462102890015,3628,21,6.0,,,
300,23.901615381240845,3666,26,6.0,,,
300,23.89442491531372,3666,17,3.0,,,
300,23.835753202438354,3669,25,6.0,,,
300,23.613537073135376,3617,11,2.0,,,
300,23.978020668029785,3668,28,5.0,,,
300,23.856583833694458,3653,32,8.0,,,
300,23.955402135849,3667,7,2.0,,,
300,23.634594202041626,3627,12,5.0,,,
300,23.875202417373657,3667,8,2.0,,,
300,33.87560033798218,5200,12,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 300
"
400,23.836457014083862,3668,21,4.0,,,
400,23.975111722946167,3666,8,2.0,,,
400,23.700843811035156,3627,0,0.0,,,
400,23.95783567428589,3665,10,2.0,,,
400,23.97168231010437,3668,6,2.0,,,
400,24.158098220825195,3708,33,6.0,,,
400,23.596284866333008,3627,0,0.0,,,
400,23.736422538757324,3627,17,4.0,,,
400,23.945598125457764,3667,8,2.0,,,
400,23.8855242729187,3668,17,5.0,,,
400,23.909361600875854,3668,30,5.0,,,
400,23.91918706893921,3668,21,5.0,,,
400,34.11059379577637,5234,18,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 400
"
500,23.928390979766846,3667,45,7.0,,,
500,23.912072896957397,3667,14,3.0,,,
500,23.550652742385864,3626,4,1.0,,,
500,23.961211681365967,3667,15,4.0,,,
500,23.934521436691284,3665,16,5.0,,,
500,23.918590784072876,3668,16,5.0,,,
500,23.67940902709961,3626,8,2.0,,,
500,23.977710247039795,3669,20,3.0,,,
500,23.84424376487732,3653,22,5.0,,,
500,23.922618627548218,3667,21,4.0,,,
500,23.60211944580078,3629,12,3.0,,,
500,23.94289493560791,3667,39,7.0,,,
500,33.93194341659546,5225,30,8.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 500
"
1000,23.776554346084595,3651,36,9.0,,,
1000,23.894275665283203,3666,11,3.0,,,
1000,23.686096668243408,3627,0,0.0,,,
1000,23.9211163520813,3667,1,1.0,,,
1000,24.293548583984375,3707,5,2.0,,,
1000,23.918585538864136,3669,7,1.0,,,
1000,23.86739993095398,3668,28,5.0,,,
1000,24.015197277069092,3671,24,5.0,,,
1000,23.868016481399536,3668,15,4.0,,,
1000,24.029069185256958,3698,27,8.0,,,
1000,24.12906265258789,3708,33,6.0,,,
1000,23.96175765991211,3667,32,6.0,,,
1000,33.969029903411865,5199,21,6.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 1000
"
,,,,,,,"End of iteration for move_speed index 0
"
0.8,25.547935247421265,3667,26,7.0,,,
0.8,25.37933659553528,3668,24,4.0,,,
0.8,24.91227126121521,3627,0,0.0,,,
0.8,25.330596446990967,3632,48,11.0,,,
0.1,25.872060537338257,3668,35,6.0,,,
0.3,25.557873010635376,3640,39,8.0,,,
0.5,24.58415699005127,3667,3,2.0,,,
0.5,25.685335636138916,3667,10,3.0,,,
0.1,24.11344337463379,3668,37,6.0,,,
0.1,24.251244068145752,3666,21,5.0,,,
0.1,24.14618468284607,3627,14,3.0,,,
0.1,24.28900146484375,3666,6,2.0,,,
0.1,24.483100414276123,3708,40,10.0,,,
0.1,24.454962491989136,3668,24,4.0,,,
0.1,24.018211126327515,3627,2,1.0,,,
0.1,24.16746163368225,3666,34,6.0,,,
0.1,22.267653226852417,3361,0,0.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.1
"
0.3,24.197763919830322,3667,7,2.0,,,
0.3,24.213306665420532,3668,7,2.0,,,
0.3,24.061491012573242,3627,0,0.0,,,
0.3,24.345415830612183,3668,7,2.0,,,
0.3,24.46933388710022,3669,8,2.0,,,
0.3,24.23513674736023,3667,14,3.0,,,
0.3,24.761979341506958,3629,0,0.0,,,
0.1,24.346044301986694,3668,37,6.0,,,
0.1,24.19615650177002,3666,21,5.0,,,

--------------------------------- 01.090.1,24.016901969909668,3668,37,6.0,,,
0.1,24.011714935302734,3666,21,5.0,,,
0.1,23.443031787872314,3627,14,3.0,,,
0.1,23.478764057159424,3666,6,2.0,,,
0.1,23.931450366973877,3708,40,10.0,,,
0.1,23.705084562301636,3668,24,4.0,,,
0.1,23.533576726913452,3627,2,1.0,,,
0.1,23.706186056137085,3666,34,6.0,,,
0.1,23.7758572101593,3668,36,8.0,,,
0.1,23.965453386306763,3698,55,13.0,,,
0.1,23.4118435382843,3628,15,4.0,,,
0.1,23.99366784095764,3708,38,7.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.1
"
0.3,23.82922053337097,3668,24,4.0,,,
0.3,23.682063579559326,3667,19,7.0,,,
0.3,23.405888557434082,3627,0,0.0,,,
0.3,23.613651990890503,3667,31,6.0,,,
0.3,23.648523569107056,3667,5,2.0,,,
0.3,23.63460373878479,3668,29,5.0,,,
0.3,23.398536443710327,3628,0,0.0,,,
0.3,23.660198211669922,3669,24,6.0,,,
0.3,23.592652320861816,3667,40,7.0,,,
0.3,23.700886011123657,3669,7,2.0,,,
0.3,23.67419147491455,3628,11,3.0,,,
0.3,24.512885808944702,3708,74,13.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.3
"
0.5,23.68082070350647,3667,4,2.0,,,
0.5,23.723974466323853,3649,55,10.0,,,
0.5,23.872922897338867,3628,13,2.0,,,
0.5,23.840240955352783,3651,26,8.0,,,
0.5,23.621872425079346,3666,18,4.0,,,
0.5,23.641204833984375,3666,1,1.0,,,
0.5,23.287984371185303,3629,2,1.0,,,
0.5,23.605375289916992,3667,4,1.0,,,
0.5,23.647364854812622,3667,1,1.0,,,
0.5,23.652053833007812,3667,29,9.0,,,
0.5,23.396833896636963,3628,9,2.0,,,
0.5,23.716037034988403,3667,19,6.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.5
"
0.8,23.595905542373657,3651,53,8.0,,,
0.8,23.710981369018555,3666,17,3.0,,,
0.8,23.296459197998047,3628,2,1.0,,,
0.8,23.516712188720703,3668,5,1.0,,,
0.8,23.471797943115234,3668,16,4.0,,,
0.8,23.474801301956177,3666,5,1.0,,,
0.8,23.332810401916504,3628,0,0.0,,,
0.8,23.680558919906616,3667,19,4.0,,,
0.8,24.961811542510986,3707,61,10.0,,,
0.8,24.0489764213562,3698,68,13.0,,,
0.8,23.545278787612915,3627,0,0.0,,,
0.8,23.67889380455017,3629,1,1.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 0.8
"
1,23.99595022201538,3667,27,5.0,,,
1,23.978662490844727,3667,16,3.0,,,
1,23.594430685043335,3628,7,1.0,,,
1,23.808629274368286,3667,24,4.0,,,
1,23.78575325012207,3668,5,1.0,,,
1,23.86280655860901,3667,27,5.0,,,
1,23.66231632232666,3627,3,1.0,,,
1,23.8855402469635,3667,12,3.0,,,
1,23.810409784317017,3666,4,2.0,,,
1,23.854130029678345,3668,24,6.0,,,
1,23.613201379776,3628,38,7.0,,,
1,23.922598123550415,3669,18,5.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 1
"
2,24.309710025787354,3668,41,7.0,,,
2,23.89040184020996,3667,19,5.0,,,
2,23.631561756134033,3628,5,2.0,,,
2,23.843098402023315,3667,16,3.0,,,
2,23.854102611541748,3669,30,5.0,,,
2,23.886666297912598,3668,22,4.0,,,
2,23.52192711830139,3629,0,0.0,,,
2,23.737115144729614,3668,17,4.0,,,
2,24.115868091583252,3708,24,7.0,,,
2,23.918504238128662,3667,22,4.0,,,
2,23.666183471679688,3628,9,2.0,,,
2,23.732401609420776,3651,20,5.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 2
"
3,23.7939031124115,3652,26,6.0,,,
3,23.887887239456177,3666,22,4.0,,,
3,23.516291618347168,3626,0,0.0,,,
3,23.8955340385437,3669,10,3.0,,,
3,23.891297340393066,3668,22,5.0,,,
3,23.933232069015503,3669,17,3.0,,,
3,23.616859674453735,3627,0,0.0,,,
3,23.884557723999023,3668,33,7.0,,,
3,23.808090686798096,3669,10,2.0,,,
3,23.91098928451538,3667,6,1.0,,,
3,23.62605381011963,3628,14,2.0,,,
