β,lap_time,whileloop_count,collision_count,crash_rate,Avg.Speed,Max.Speed,Note
3,23.868916034698486,3667,14,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 3
"
4,23.797858715057373,3652,0,0.0,,,
4,23.570443868637085,3627,3,1.0,,,
4,23.515313863754272,3627,7,1.0,,,
4,23.663681030273438,3651,46,10.0,,,
4,23.816688776016235,3668,12,3.0,,,
4,23.77944850921631,3669,31,5.0,,,
4,23.606247425079346,3627,10,3.0,,,
4,23.575669527053833,3627,0,0.0,,,
4,23.79212188720703,3668,21,5.0,,,
4,23.83576536178589,3669,12,4.0,,,
4,23.639630794525146,3627,11,3.0,,,
4,23.935587882995605,3668,19,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 4
"
5,23.90411376953125,3668,11,4.0,,,
5,23.898256301879883,3668,4,1.0,,,
5,23.627196550369263,3627,8,2.0,,,
5,23.852277994155884,3668,0,0.0,,,
5,23.90178680419922,3668,20,3.0,,,
5,24.073151111602783,3694,33,6.0,,,
5,23.678179025650024,3629,7,1.0,,,
5,23.98543643951416,3667,19,4.0,,,
5,23.903013229370117,3667,19,4.0,,,
5,23.772876977920532,3668,27,5.0,,,
5,23.48962163925171,3628,19,3.0,,,
5,23.718533039093018,3660,21,6.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 5
"
6,23.95269250869751,3666,26,5.0,,,
6,23.94290518760681,3666,0,0.0,,,
6,23.506545543670654,3626,11,3.0,,,
6,23.809404850006104,3668,3,1.0,,,
6,24.01470422744751,3668,19,4.0,,,
6,23.877246141433716,3668,2,2.0,,,
6,23.88906979560852,3669,18,3.0,,,
6,23.824889659881592,3668,12,3.0,,,
6,23.8110089302063,3669,58,12.0,,,
6,23.757625818252563,3667,34,8.0,,,
6,23.54057216644287,3627,26,8.0,,,
6,23.796717405319214,3653,3,1.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 6
"
7,23.910915851593018,3667,3,1.0,,,
7,23.884806871414185,3668,11,3.0,,,
7,23.765868663787842,3626,1,1.0,,,
7,23.88273286819458,3667,2,1.0,,,
7,23.87883949279785,3668,10,3.0,,,
7,23.901986360549927,3669,26,5.0,,,
7,23.681772470474243,3628,0,0.0,,,
7,24.04201030731201,3693,36,8.0,,,
7,23.87065553665161,3668,22,7.0,,,
7,23.925801515579224,3693,52,8.0,,,
7,23.597787141799927,3628,5,3.0,,,
7,23.892250299453735,3660,5,2.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 7
"
8,23.796489477157593,3668,17,3.0,,,
8,23.838086128234863,3666,14,3.0,,,
8,23.5075466632843,3627,17,4.0,,,
8,23.750638484954834,3667,7,3.0,,,
8,23.84734606742859,3669,14,3.0,,,
8,23.926857471466064,3667,13,2.0,,,
8,23.738344192504883,3629,7,1.0,,,
8,23.812805652618408,3667,5,1.0,,,
8,23.76722502708435,3668,39,5.0,,,
8,23.977793216705322,3692,27,6.0,,,
8,23.632417678833008,3627,8,2.0,,,
8,23.917407989501953,3667,29,7.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 8
"
9,23.79184627532959,3668,33,5.0,,,
9,23.83636975288391,3668,32,6.0,,,
9,23.742347478866577,3628,10,2.0,,,
9,23.87355375289917,3668,30,5.0,,,
9,23.94089150428772,3668,7,1.0,,,
9,24.093734741210938,3707,27,4.0,,,
9,23.533966302871704,3628,10,2.0,,,
9,23.92569923400879,3667,23,4.0,,,
9,23.86239719390869,3668,32,5.0,,,
9,23.836827039718628,3671,18,3.0,,,
9,23.490257024765015,3627,4,2.0,,,
9,23.875348806381226,3668,17,3.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 9
"
12,23.95800542831421,3668,26,6.0,,,
12,23.896241903305054,3668,4,1.0,,,
12,23.683830738067627,3627,2,1.0,,,
12,24.01331663131714,3668,15,4.0,,,
12,23.83073401451111,3668,50,8.0,,,
12,23.793211460113525,3669,8,2.0,,,
12,23.51846718788147,3628,20,3.0,,,
12,23.871589422225952,3667,51,8.0,,,
12,24.076601266860962,3693,49,10.0,,,
12,23.921676874160767,3667,13,3.0,,,
12,23.85886859893799,3654,35,7.0,,,
12,23.807196617126465,3669,7,2.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 12
"
15,23.702994346618652,3651,15,4.0,,,
15,23.855746507644653,3667,12,2.0,,,
15,23.834319591522217,3668,63,13.0,,,
15,23.816831350326538,3666,23,3.0,,,
15,23.777227878570557,3668,26,7.0,,,
15,24.15029811859131,3708,24,6.0,,,
15,23.644253253936768,3627,18,4.0,,,
15,23.603006601333618,3628,4,1.0,,,
15,23.933135986328125,3668,24,4.0,,,
15,23.887130737304688,3667,20,5.0,,,
15,23.60796618461609,3627,1,1.0,,,
15,23.76895260810852,3651,35,7.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 15
"
20,23.903748273849487,3667,17,3.0,,,
20,23.852555990219116,3668,55,11.0,,,
20,23.674911737442017,3626,20,2.0,,,
20,23.849045276641846,3668,20,4.0,,,
20,23.832615613937378,3666,16,4.0,,,
20,23.95296573638916,3707,27,5.0,,,
20,23.5684916973114,3628,8,2.0,,,
20,23.856634855270386,3668,37,6.0,,,
20,23.989531993865967,3685,70,14.0,,,
20,24.004701137542725,3667,26,6.0,,,
20,23.48268961906433,3613,28,7.0,,,
20,23.788400411605835,3669,14,3.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 20
"
25,24.093666791915894,3691,54,12.0,,,
25,23.80162239074707,3667,8,2.0,,,
25,23.474588871002197,3627,3,1.0,,,
25,23.484673976898193,3626,9,1.0,,,
25,23.810792446136475,3667,13,3.0,,,
25,23.81359362602234,3667,10,3.0,,,
25,23.521388292312622,3629,7,1.0,,,
25,23.78393578529358,3665,32,6.0,,,
25,23.887784481048584,3668,2,1.0,,,
25,23.952938556671143,3670,29,8.0,,,
25,23.996330738067627,3666,33,6.0,,,
25,23.856916666030884,3665,37,10.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 25
"
30,23.92842125892639,3669,12,2.0,,,
30,23.672269582748413,3652,54,10.0,,,
30,23.53437876701355,3627,18,3.0,,,
30,23.7639582157135,3668,11,3.0,,,
30,23.916302919387817,3668,17,3.0,,,
30,23.956804037094116,3667,23,5.0,,,
30,23.588738679885864,3628,6,1.0,,,
30,23.85833716392517,3667,9,2.0,,,
30,24.081957578659058,3707,37,6.0,,,
30,23.875627279281616,3666,4,1.0,,,
30,23.551084280014038,3627,3,1.0,,,
30,23.770107746124268,3668,19,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 30
"
35,23.73589777946472,3654,40,7.0,,,
35,23.78438663482666,3668,18,5.0,,,
35,23.60955238342285,3628,0,0.0,,,
35,23.848606824874878,3667,2,1.0,,,
35,23.91548204421997,3669,14,2.0,,,
35,23.889530658721924,3668,35,6.0,,,
35,23.82719874382019,3669,11,3.0,,,
35,23.826967239379883,3668,55,9.0,,,
35,23.971429347991943,3668,13,3.0,,,
35,23.957314252853394,3668,8,3.0,,,
35,23.509883642196655,3627,12,4.0,,,
35,23.862898588180542,3669,29,5.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 35
"
40,24.092051029205322,3707,5,1.0,,,
40,23.846683502197266,3667,36,6.0,,,
40,23.55589270591736,3628,7,1.0,,,
40,23.84347367286682,3668,15,3.0,,,
40,23.880126237869263,3669,12,2.0,,,
40,23.822181701660156,3667,8,2.0,,,
40,23.56854796409607,3629,13,4.0,,,
40,23.834268808364868,3667,24,6.0,,,
40,23.807527780532837,3669,7,2.0,,,
40,23.84940791130066,3667,33,5.0,,,
40,23.669950008392334,3629,5,2.0,,,
40,23.869998455047607,3667,16,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 40
"
45,23.916518449783325,3668,19,3.0,,,
45,23.850911855697632,3667,2,1.0,,,
45,23.662904024124146,3626,9,2.0,,,
45,23.975578784942627,3667,11,2.0,,,
45,23.852633476257324,3667,16,3.0,,,
45,23.79651188850403,3667,18,3.0,,,
45,23.587923288345337,3627,5,2.0,,,
45,23.918830156326294,3667,13,3.0,,,
45,23.835565090179443,3667,26,5.0,,,
45,23.768467903137207,3670,17,3.0,,,
45,23.711631059646606,3628,22,3.0,,,
45,24.003093719482422,3692,67,14.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 45
"
50,23.895389318466187,3666,5,1.0,,,
50,23.92936682701111,3667,1,1.0,,,
50,23.853829860687256,3655,18,3.0,,,
50,23.78638505935669,3666,4,2.0,,,
50,23.779139280319214,3667,20,4.0,,,
50,23.826345920562744,3669,25,5.0,,,
50,23.640347719192505,3628,10,4.0,,,
50,23.790217399597168,3668,16,4.0,,,
50,23.806119203567505,3669,24,5.0,,,
50,23.797266960144043,3665,8,2.0,,,
50,23.5496563911438,3629,23,4.0,,,
50,23.81711983680725,3669,28,7.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 50
"
100,23.83890724182129,3668,10,3.0,,,
100,23.746766090393066,3667,12,2.0,,,
100,23.677184343338013,3627,2,1.0,,,
100,23.852036476135254,3668,45,7.0,,,
100,23.889992475509644,3668,25,4.0,,,
100,23.752950429916382,3667,7,1.0,,,
100,23.5599365234375,3628,13,4.0,,,
100,23.90764856338501,3660,21,4.0,,,
100,23.895829916000366,3669,18,4.0,,,
100,23.768460273742676,3667,45,9.0,,,
100,23.533960342407227,3627,23,5.0,,,
100,23.872945308685303,3667,19,4.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 100
"
200,23.778149843215942,3668,31,6.0,,,
200,23.811443567276,3669,29,5.0,,,
200,23.648678064346313,3628,4,1.0,,,
200,23.88235569000244,3668,23,4.0,,,
200,23.79602861404419,3654,17,4.0,,,
200,24.066313982009888,3692,56,9.0,,,
200,23.562865018844604,3618,7,3.0,,,
200,23.86433982849121,3666,40,7.0,,,
200,24.149953603744507,3703,65,14.0,,,
200,24.005037546157837,3668,11,3.0,,,
200,23.548402070999146,3628,39,7.0,,,
200,24.18554449081421,3695,32,6.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 200
"
300,23.749034881591797,3667,28,4.0,,,
300,23.948010444641113,3667,24,5.0,,,
300,23.631314277648926,3627,14,3.0,,,
300,23.882450342178345,3666,8,2.0,,,
300,23.90826439857483,3668,18,3.0,,,
300,23.903289556503296,3668,16,3.0,,,
300,23.904590129852295,3651,43,9.0,,,
300,24.098705291748047,3692,38,8.0,,,
300,23.91390609741211,3668,19,4.0,,,
300,23.75400948524475,3657,20,5.0,,,
300,23.644323110580444,3627,14,3.0,,,
300,23.77715229988098,3669,53,8.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 300
"
400,23.78193426132202,3666,11,3.0,,,
400,23.769248247146606,3667,28,5.0,,,
400,23.516407251358032,3627,9,1.0,,,
400,23.93985939025879,3667,37,6.0,,,
400,23.83944296836853,3667,19,4.0,,,
400,23.921845197677612,3666,29,6.0,,,
400,23.713910818099976,3628,13,4.0,,,
400,23.851364135742188,3671,20,4.0,,,
400,23.79527187347412,3655,21,5.0,,,
400,23.81395959854126,3667,35,8.0,,,
400,23.88454246520996,3652,36,7.0,,,
400,23.96952724456787,3667,27,6.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 400
"
500,23.7809796333313,3667,24,4.0,,,
500,23.70568013191223,3667,16,3.0,,,
500,23.63271713256836,3627,8,2.0,,,
500,23.795597553253174,3668,10,4.0,,,
500,23.823996543884277,3669,0,0.0,,,
500,23.865880250930786,3668,15,3.0,,,
500,23.622838020324707,3626,7,2.0,,,
500,23.816888332366943,3666,3,1.0,,,
500,23.808537244796753,3669,10,2.0,,,
500,24.24504780769348,3707,19,5.0,,,
500,23.419511556625366,3620,16,3.0,,,
500,23.71442437171936,3653,28,8.0,,,
,,,,,,,"End of iteration for move_speed index 0, β value 500
"
,,,,,,,"End of iteration for move_speed index 0
"
0.1,25.372337341308594,3906,62,9.0,,,
0.1,25.924433708190918,3995,110,15.0,,,
0.1,25.192277908325195,3869,106,15.0,,,
0.1,25.449297189712524,3915,48,8.0,,,
0.1,25.51404881477356,3915,67,10.0,,,
0.1,25.747726440429688,3954,66,11.0,,,
0.1,25.190102577209473,3869,86,13.0,,,
0.1,25.13014554977417,3871,62,11.0,,,
0.1,25.66982340812683,3952,80,14.0,,,
0.1,25.447401523590088,3906,55,13.0,,,
0.1,24.91218137741089,3837,68,12.0,,,
0.1,24.886154174804688,3838,55,10.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 0.1
"
0.3,24.3893985748291,3756,41,6.0,,,
0.3,24.61955213546753,3794,52,8.0,,,
0.3,24.593523502349854,3789,50,10.0,,,
0.3,24.96024751663208,3834,31,6.0,,,
0.3,25.36648964881897,3911,83,14.0,,,
0.3,24.940103769302368,3836,56,10.0,,,
0.3,25.843503952026367,3952,51,11.0,,,
0.3,25.460357904434204,3911,54,9.0,,,
0.3,25.17764401435852,3868,64,13.0,,,
0.3,25.285287857055664,3877,67,11.0,,,
0.3,25.178658485412598,3874,70,12.0,,,
0.3,24.896286964416504,3832,63,12.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 0.3
"
0.5,25.12504267692566,3873,73,14.0,,,
0.5,24.94146704673767,3834,80,10.0,,,
0.5,23.940964460372925,3674,21,4.0,,,
0.5,24.858569860458374,3830,58,10.0,,,
0.5,24.90505027770996,3835,81,12.0,,,
0.5,24.900611639022827,3833,78,14.0,,,
0.5,24.75261664390564,3797,68,11.0,,,
0.5,25.52771496772766,3915,79,12.0,,,
0.5,25.176149606704712,3871,61,13.0,,,
0.5,24.742287397384644,3796,34,8.0,,,
0.5,25.184330940246582,3875,94,16.0,,,
0.5,25.014142751693726,3836,90,14.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 0.5
"
0.8,24.726683616638184,3793,51,7.0,,,
0.8,24.635939359664917,3793,36,5.0,,,
0.8,24.745986700057983,3792,113,15.0,,,
0.8,24.945273399353027,3833,63,8.0,,,
0.8,24.976020574569702,3831,53,8.0,,,
0.8,25.062957286834717,3833,32,8.0,,,
0.8,24.92424464225769,3834,50,9.0,,,
0.8,24.96127700805664,3838,62,10.0,,,
0.8,25.381784915924072,3918,110,18.0,,,
0.8,25.26030683517456,3873,75,13.0,,,
0.8,24.929887294769287,3829,48,9.0,,,
0.8,25.119065761566162,3876,80,13.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 0.8
"
1,24.729103803634644,3790,93,12.0,,,
1,24.95338773727417,3829,40,7.0,,,
1,24.12689185142517,3711,53,9.0,,,
1,24.366743564605713,3753,32,7.0,,,
1,25.330071687698364,3871,95,15.0,,,
1,25.911770343780518,3992,65,9.0,,,
1,24.28726077079773,3752,53,9.0,,,
1,24.749745845794678,3799,59,9.0,,,
1,24.937867164611816,3836,61,11.0,,,
1,25.470343828201294,3916,81,15.0,,,
1,25.152021646499634,3875,71,13.0,,,
1,24.740177869796753,3794,49,9.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 1
"
2,25.30667543411255,3874,72,11.0,,,
2,24.522957801818848,3752,67,8.0,,,
2,24.791184186935425,3832,87,10.0,,,
2,24.430938005447388,3751,46,7.0,,,
2,24.66063690185547,3789,81,12.0,,,
2,25.257830142974854,3874,48,8.0,,,
2,24.635879039764404,3777,64,11.0,,,
2,25.38121771812439,3913,74,11.0,,,
2,25.143197298049927,3869,82,12.0,,,
2,24.395048141479492,3755,37,8.0,,,
2,25.265120267868042,3905,100,17.0,,,
2,24.943154335021973,3830,63,10.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 2
"
3,25.05940270423889,3834,78,12.0,,,
3,24.847736835479736,3814,80,12.0,,,
3,24.759140968322754,3794,68,11.0,,,
3,25.517982482910156,3916,93,15.0,,,
3,25.171501398086548,3873,64,12.0,,,
3,24.55777335166931,3792,63,13.0,,,
3,24.667752265930176,3796,65,10.0,,,
3,24.791016578674316,3817,85,16.0,,,
3,25.259958744049072,3874,70,9.0,,,
3,24.997263193130493,3835,81,13.0,,,
3,24.945889234542847,3836,77,13.0,,,
3,24.65592312812805,3791,56,13.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 3
"
4,24.363210916519165,3751,37,6.0,,,
4,24.932175874710083,3835,99,13.0,,,
4,25.168874740600586,3870,96,13.0,,,
4,24.733495235443115,3794,74,10.0,,,
4,24.627888917922974,3791,44,7.0,,,
4,25.286321878433228,3875,69,11.0,,,
4,24.818119287490845,3833,79,15.0,,,
4,25.03737783432007,3834,58,9.0,,,
4,25.32707118988037,3872,86,14.0,,,
4,24.980785846710205,3837,73,12.0,,,
4,25.713477849960327,3951,96,14.0,,,
4,24.943031311035156,3830,84,14.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 4
"
5,24.631888389587402,3791,49,7.0,,,
5,24.85753059387207,3833,53,10.0,,,
5,24.642366886138916,3777,34,6.0,,,
5,24.707579851150513,3791,67,11.0,,,
5,24.817357301712036,3830,98,15.0,,,
5,24.556081295013428,3794,85,14.0,,,
5,24.858136892318726,3829,101,15.0,,,
5,24.693562507629395,3791,63,10.0,,,
5,24.737838983535767,3792,73,13.0,,,
5,25.337757349014282,3870,88,16.0,,,
5,25.013011932373047,3834,58,11.0,,,
5,24.711920499801636,3793,65,11.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 5
"
6,24.695887327194214,3794,48,9.0,,,
6,24.706189155578613,3793,73,10.0,,,
6,24.135864734649658,3709,48,10.0,,,
6,24.953908920288086,3830,59,10.0,,,
6,24.71135711669922,3792,48,7.0,,,
6,25.179591417312622,3871,59,9.0,,,
6,25.000110864639282,3833,79,16.0,,,
6,25.008767127990723,3833,75,12.0,,,
6,25.024967193603516,3831,47,10.0,,,
6,24.71064567565918,3793,54,10.0,,,
6,24.373589277267456,3752,76,11.0,,,
6,24.891075134277344,3835,77,13.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 6
"
7,24.350258350372314,3750,61,8.0,,,
7,24.439712285995483,3749,42,7.0,,,
7,24.100443124771118,3714,32,4.0,,,
7,24.42308759689331,3750,58,8.0,,,
7,24.861924409866333,3835,69,11.0,,,
7,25.29972529411316,3872,64,10.0,,,
7,24.248871564865112,3749,36,5.0,,,
7,24.76314377784729,3832,63,10.0,,,
7,25.015048265457153,3833,79,14.0,,,
7,25.010552644729614,3831,97,17.0,,,
7,24.60575819015503,3790,71,11.0,,,
7,24.873501539230347,3833,65,11.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 7
"
8,24.705909490585327,3794,45,8.0,,,
8,24.624186515808105,3790,65,10.0,,,
8,24.425550937652588,3755,65,13.0,,,
8,24.473270654678345,3752,48,7.0,,,
8,24.488144874572754,3753,48,8.0,,,
8,25.0259690284729,3833,65,10.0,,,
8,25.16388702392578,3875,89,16.0,,,
8,24.823182344436646,3833,67,11.0,,,
8,24.892753839492798,3837,76,12.0,,,
8,25.17294669151306,3872,51,10.0,,,
8,24.919734954833984,3834,98,15.0,,,
8,24.89353656768799,3834,63,9.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 8
"
9,24.366977214813232,3756,42,7.0,,,
9,24.403934001922607,3752,28,5.0,,,
9,24.458048582077026,3750,46,6.0,,,
9,24.223703861236572,3714,26,4.0,,,
9,25.020319938659668,3835,50,8.0,,,
9,25.04468822479248,3835,66,11.0,,,
9,25.155433893203735,3873,80,14.0,,,
9,25.09006404876709,3875,68,13.0,,,
9,25.446885108947754,3911,104,16.0,,,
9,25.156468152999878,3871,72,12.0,,,
9,24.99880886077881,3830,78,10.0,,,
9,24.77025079727173,3793,82,13.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 9
"
12,25.26044750213623,3869,91,12.0,,,
12,24.76669955253601,3797,67,9.0,,,
12,24.74920916557312,3792,50,7.0,,,
12,24.599853992462158,3791,54,9.0,,,
12,24.706488132476807,3792,51,8.0,,,
12,25.471387147903442,3914,74,13.0,,,
12,24.6289222240448,3794,42,8.0,,,
12,25.00533962249756,3834,50,9.0,,,
12,25.626786470413208,3937,111,18.0,,,
12,25.22422695159912,3870,73,13.0,,,
12,25.09491991996765,3857,62,11.0,,,
12,25.145175457000732,3871,74,14.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 12
"
15,24.419466733932495,3756,31,4.0,,,
15,24.421894550323486,3750,50,6.0,,,
15,24.975416898727417,3832,59,8.0,,,
15,24.67468810081482,3791,94,13.0,,,
15,25.128603219985962,3857,71,12.0,,,
15,24.725741624832153,3793,76,11.0,,,
15,24.965877771377563,3836,60,10.0,,,
15,24.68481945991516,3790,41,8.0,,,
15,25.169785261154175,3869,49,7.0,,,
15,24.638598918914795,3791,65,11.0,,,
15,24.875680923461914,3831,110,15.0,,,
15,25.279054403305054,3874,64,13.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 15
"
20,24.58421516418457,3752,43,6.0,,,
20,24.325031042099,3753,30,4.0,,,
20,24.59732675552368,3792,102,15.0,,,
20,24.698726415634155,3791,59,10.0,,,
20,25.14592933654785,3866,71,12.0,,,
20,24.59310030937195,3795,46,7.0,,,
20,24.586084604263306,3792,73,10.0,,,
20,25.057644367218018,3867,77,13.0,,,
20,25.076715230941772,3870,62,11.0,,,
20,25.377890825271606,3916,94,13.0,,,
20,24.963236570358276,3834,71,16.0,,,
20,25.1364004611969,3865,83,15.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 20
"
25,24.180625438690186,3713,49,6.0,,,
25,24.703948259353638,3792,54,9.0,,,
25,24.698458433151245,3792,47,7.0,,,
25,24.39175796508789,3752,43,6.0,,,
25,24.923269271850586,3829,84,13.0,,,
25,24.999471187591553,3834,70,11.0,,,
25,24.693138599395752,3793,77,11.0,,,
25,24.956904888153076,3834,64,12.0,,,
25,24.948726654052734,3830,96,14.0,,,
25,24.569034099578857,3792,66,11.0,,,
25,25.161988735198975,3873,76,13.0,,,
25,24.759207487106323,3795,67,11.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 25
"
30,24.85304570198059,3789,55,8.0,,,
30,24.533987522125244,3754,30,6.0,,,
30,25.231481313705444,3874,71,9.0,,,
30,24.949679374694824,3834,95,17.0,,,
30,24.898229360580444,3830,46,8.0,,,
30,25.26093053817749,3874,98,13.0,,,
30,25.501423120498657,3913,78,14.0,,,
30,25.2386155128479,3874,56,8.0,,,
30,25.136125802993774,3873,64,11.0,,,
30,25.43587613105774,3915,77,14.0,,,
30,25.7596333026886,3950,93,16.0,,,
30,24.937577724456787,3830,70,11.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 30
"
35,25.002643823623657,3834,57,10.0,,,
35,24.830464601516724,3827,72,12.0,,,
35,24.686051845550537,3795,76,12.0,,,
35,24.864198207855225,3832,91,11.0,,,
35,24.771193504333496,3797,72,11.0,,,
35,25.506381034851074,3915,72,12.0,,,
35,24.769176959991455,3796,49,7.0,,,
35,24.7804753780365,3794,58,9.0,,,
35,25.146204471588135,3871,78,12.0,,,
35,24.59836459159851,3796,73,11.0,,,
35,25.110853672027588,3875,60,9.0,,,
35,24.946473360061646,3832,40,8.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 35
"
40,24.474323987960815,3748,75,9.0,,,
40,24.584643363952637,3784,64,8.0,,,
40,25.21100163459778,3872,100,15.0,,,
40,24.633793592453003,3791,64,9.0,,,
40,24.855759382247925,3828,46,10.0,,,
40,24.88940119743347,3837,70,10.0,,,
40,25.26758313179016,3873,76,15.0,,,
40,25.495994806289673,3915,72,11.0,,,
40,25.130777835845947,3861,84,15.0,,,
40,25.1472327709198,3870,65,10.0,,,
40,25.160248041152954,3874,88,16.0,,,
40,25.239031076431274,3871,63,10.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 40
"
45,24.962366104125977,3828,67,8.0,,,
45,24.841060638427734,3814,72,12.0,,,
45,24.534355401992798,3792,61,8.0,,,
45,24.14168357849121,3712,29,4.0,,,
45,25.017051696777344,3837,97,14.0,,,
45,25.766488552093506,3952,126,18.0,,,
45,24.93471884727478,3835,79,15.0,,,
45,25.165584802627563,3873,66,11.0,,,
45,24.95890474319458,3831,78,12.0,,,
45,25.05088186264038,3831,41,8.0,,,
45,24.176650047302246,3711,52,10.0,,,
45,25.514726638793945,3914,75,11.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 45
"
50,24.98802924156189,3826,76,10.0,,,
50,24.96872091293335,3830,61,9.0,,,
50,25.160490036010742,3869,43,7.0,,,
50,24.9214346408844,3833,64,10.0,,,
50,24.97345733642578,3832,87,12.0,,,
50,24.934073209762573,3832,95,16.0,,,
50,24.713021755218506,3787,80,13.0,,,
50,24.63517713546753,3791,57,9.0,,,
50,24.653526067733765,3792,69,10.0,,,
50,25.199668169021606,3870,75,14.0,,,
50,24.862744092941284,3832,54,9.0,,,
50,25.099406242370605,3857,82,13.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 50
"
100,24.11302900314331,3711,38,6.0,,,
100,24.192301750183105,3710,37,5.0,,,
100,24.473865270614624,3752,56,7.0,,,
100,24.360792875289917,3754,38,6.0,,,
100,24.94207191467285,3833,93,14.0,,,
100,25.218330144882202,3875,61,8.0,,,
100,25.714277267456055,3963,81,13.0,,,
100,24.891335248947144,3832,69,11.0,,,
100,24.676605463027954,3788,78,12.0,,,
100,24.640231132507324,3795,61,9.0,,,
100,24.958558320999146,3833,66,10.0,,,
100,25.296063899993896,3873,43,8.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 100
"
200,24.68233370780945,3793,37,5.0,,,
200,24.73910665512085,3788,89,12.0,,,
200,24.117388486862183,3711,44,6.0,,,
200,24.319063186645508,3749,41,7.0,,,
200,25.11672353744507,3859,66,10.0,,,
200,24.81829285621643,3830,63,11.0,,,
200,24.930209398269653,3833,77,10.0,,,
200,24.850627183914185,3833,48,11.0,,,
200,24.84420156478882,3826,50,9.0,,,
200,25.503686904907227,3916,128,17.0,,,
200,24.88659119606018,3833,100,17.0,,,
200,25.413790225982666,3912,91,15.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 200
"
300,24.607468128204346,3789,75,12.0,,,
300,24.95796799659729,3830,51,7.0,,,
300,24.50410556793213,3749,97,13.0,,,
300,24.37544345855713,3751,51,9.0,,,
300,24.594157457351685,3794,36,5.0,,,
300,25.130458116531372,3872,73,15.0,,,
300,24.308037281036377,3751,64,10.0,,,
300,24.717061758041382,3792,55,8.0,,,
300,24.921796083450317,3829,76,13.0,,,
300,25.057167291641235,3870,86,16.0,,,
300,25.098005533218384,3859,68,12.0,,,
300,24.555613040924072,3792,53,9.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 300
"
400,24.337209939956665,3751,28,4.0,,,
400,24.664817810058594,3790,34,6.0,,,
400,24.361607789993286,3753,63,10.0,,,
400,24.38771939277649,3751,57,9.0,,,
400,24.72173547744751,3797,58,8.0,,,
400,24.654627561569214,3793,64,9.0,,,
400,25.631956100463867,3953,69,11.0,,,
400,24.77494740486145,3829,55,9.0,,,
400,24.902745723724365,3829,49,9.0,,,
400,24.52398943901062,3755,57,9.0,,,
400,25.76699995994568,3952,89,13.0,,,
400,25.392963647842407,3914,109,16.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 400
"
500,24.37330174446106,3752,46,7.0,,,
500,24.41311264038086,3750,80,11.0,,,
500,24.201528549194336,3713,65,8.0,,,
500,24.52819013595581,3754,51,9.0,,,
500,24.708252429962158,3790,41,6.0,,,
500,25.193126678466797,3871,72,12.0,,,
500,24.564575910568237,3793,79,12.0,,,
500,25.01116394996643,3831,53,10.0,,,
500,24.961739778518677,3834,89,15.0,,,
500,24.634570598602295,3790,33,8.0,,,
500,25.41360640525818,3908,72,15.0,,,
500,25.6382155418396,3953,75,12.0,,,
,,,,,,,"End of iteration for move_speed index 1, β value 500
"
