whole_time,opt_step_count,collison_count,crash_rate,ee_path_length,joints_path_length,Avg.Speed,Max.Speed,Mean_weight,oneLoop,oneOpt,Note
86.766,2508,0,0.0,46.923,242.621,0.312,1.199,,34.59551184181201,22.85048322814503, : dt = 0.06
89.281,2637,0,0.0,46.427,256.165,0.294,1.172,,33.856903914479446,22.6261430406914, : dt = 0.06
81.974,2366,0,0.0,48.032,242.977,0.29,1.176,,34.64681761605399,22.54145989857381,  : dt = 0.07
82.558,2419,0,0.0,49.482,265.959,0.292,1.142,,34.128945738188044,22.313020405763435, : dt = 0.07 关节速度限制0.0,导致关节超调，轨迹长度增加

81.856,2495,0,0.0,46.671,239.291,0.312,1.202,,32.80810669572177,22.473422224392632,
92.603,2762,0,0.0,49.665,268.806,0.3,1.319,,33.52768882127191,22.13220549700141,
89.028,2601,0,0.0,48.543,242.041,0.311,1.215,,34.22842746237433,22.423794250312284,
60.742,1715,0,0.0,11.862,65.378,0.115,1.044,,35.41830510509257,22.885827767953234,
66.138,1878,0,0.0,13.445,74.635,0.119,1.198,,35.21748866263035,22.754384686771672,
100.492,2910,0,0.0,50.454,270.071,0.289,1.232,,34.53341955991136,22.409489638207294,

119.999,2191,78,50.0,44.678,185.895,0.292,0.741,,54.7690001974798,31.370328801345305, : PPV
68.087,1208,164,100.0,35.712,141.593,0.423,0.915,,56.36338169211584,31.956731681002687, : P
138.008,2660,904,40.0,33.272,155.767,0.179,0.71,,51.88258052768563,32.43842662725233, :PV 没有成功

109.786,2063,42,50.0,46.925,184.766,0.325,0.889,,53.21648048071739,31.828137317792457, : PPV 原权重
75.317,1489,101,85.0,39.924,152.374,0.384,0.996,,50.582398337113766,31.95702621326741, : P
41.206,654,393,0.0,1.462,15.961,0.032,0.505,,63.006043434143066,35.45973971713938, : PV 陷入局部最小值

118.705,2312,0,0.0,46.305,181.759,0.286,0.662,[[0.5 0.5]],51.34310173740849,32.5637134919942, : 遵从单层MPPI的速度限制下,同时dt 0.07-0.07
113.712,2097,0,0.0,45.948,178.535,0.313,0.706,[[0.49 0.51]],54.22620132075188,32.10007479262454, : dt 0.07 -0.5- 0.10
135.735,2454,3,15.0,48.923,187.712,0.285,0.689,[[0.39 0.61]],55.31157520406112,32.2476572007208, 
126.426,2226,0,0.0,46.87,183.87,0.301,0.719,[[0.43 0.57]],56.795169829465415,32.18238265902099,
96.486,1758,2,5.0,36.904,144.149,0.3,0.733,[[0.43 0.57]],54.88395650232204,32.24102737418078,
19.253,300,0,0.0,7.335,29.109,0.35,0.754,[[0.51 0.49]],64.17558987935385,37.729812463124595,
139.828,2508,12,10.0,48.887,193.641,0.279,0.727,[[0.4 0.6]],55.752832163273816,32.43598527315131,
7.724,77,0,0.0,2.04,7.983,0.383,0.655,[[0.61 0.39]],100.30943077880067,58.02040595512886,
146.067,2694,17,25.0,50.028,201.424,0.265,0.774,[[0.38 0.62]],54.21957336006646,32.035525232752605,
120.307,2189,1,5.0,47.812,184.856,0.312,0.709,[[0.49 0.51]],54.959910272081565,32.30796354772185,

----------------------------------- franka实验数据的坏处就是 数据不一致 可能性
control_dt 0.07 模型 4-4-6
129.591,2304,0,0.0,45.622,183.359,0.283,0.628,[[0.48 0.52]],56.24597426503897,32.16438140306207,
115.759,2038,1,5.0,44.775,174.404,0.314,0.678,[[0.5 0.5]],56.80047904193343,32.318668229774126,
140.694,2508,0,0.0,48.947,187.978,0.279,0.729,[[0.41 0.59]],56.097930603240286,32.041938015908904,
126.83,2217,1,5.0,45.948,177.714,0.296,0.656,[[0.47 0.53]],57.20799862935191,32.54630074180565,
control_dt 0.07 模型 4-4-5
177.242,2983,2,5.0,50.896,201.083,0.244,0.59,[[0.35 0.65]],59.4173401664097,34.254514887314535,
control_dt 0.07->0.08
122.536,2339,1,5.0,48.625,190.605,0.26,0.774,[[0.41 0.59]],52.38814576154287,33.47988259134868,
125.559,2319,0,0.0,48.767,193.308,0.263,0.623,[[0.39 0.61]],54.14366989415388,34.04080245761123,
control_dt 0.07->0.08 模型 4-4-6
117.158,2235,1,5.0,48.771,188.038,0.273,0.667,[[0.41 0.59]],52.41947782119649,33.22062876400531,
146.882,2507,0,0.0,50.173,197.552,0.25,0.654,[[0.36 0.64]],58.58878001398331,33.34505661674168,
38.978,662,0,0.0,13.816,56.244,0.299,0.696,[[0.5 0.5]],58.87846139982748,33.9244740967304,
24.542,399,0,0.0,8.916,35.052,0.32,0.628,[[0.57 0.43]],61.50803291110467,35.10505095460361,
27.72,452,0,0.0,9.441,37.761,0.299,0.623,[[0.51 0.49]],61.32846173986924,35.67170885811865,
38.13,651,0,0.0,13.385,52.783,0.294,0.605,[[0.5 0.5]],58.57190961295742,34.50787708323489,
-----测试多组  【-0.40, 0.40】
----------------------------------------------------------------
133.336,2318,0,0.0,47.123,182.228,0.291,0.598,0.4630795,57.52196056869546,32.119868334456704,
147.852,2605,2,5.0,49.466,190.489,0.271,0.715,0.42228323,56.756901786789555,31.45166660682253,
126.11,2214,0,0.0,45.548,177.682,0.294,0.687,0.4629815,56.96017535398323,31.56218005389702,
143.2,2520,2,10.0,48.385,187.155,0.275,0.664,0.42467734,56.82532002055456,31.59269482370407,
155.109,2732,1,5.0,50.043,192.713,0.262,0.65,0.38861933,56.77489969077606,31.560170004692466,
149.814,2625,2,5.0,49.622,192.536,0.27,0.684,0.4047977,57.07210268293108,31.6481081644694,
143.444,2511,4,10.0,48.957,189.156,0.279,0.706,0.43896878,57.12627870824792,31.743509747601276,
137.251,2400,0,0.0,48.571,186.774,0.289,0.672,0.44942617,57.18803117672602,31.70705278714498,
142.014,2490.625,1.375,4.375,48.464,187.342,0.279,0.672,0.432,57.028,31.673,
142.014,2490.625,1.375,4.375,48.881,187.342,0.279,0.683,0.432,57.028,31.609,
----------------------------------------------------------------
-----测试多组  【-0.30, 0.30】
----------------------------------------------------------------
122.543,2231,0,0.0,46.354,181.073,0.297,0.635,0.47193894,54.92756538784381,33.19288945849943,
117.988,2227,0,0.0,46.041,177.856,0.296,0.665,0.47034076,52.980753783425996,32.42081518819849,
