whole_time,opt_step_count,collision_count,crash_rate,ee_path_length,joints_path_length,Avg.Speed,Max.Speed,goal_w,collision_w,oneLoop,oneOpt
111.295,2051.667,20.333,31.667,47.674,187.808,0.332,0.811,40.0,220.0,54.245,31.15
111.295,2051.667,20.333,31.667,47.674,187.808,0.332,0.811,40.0,220.0,54.245,31.15
119.682,2211,17,40.0,49.484,194.616,0.32,0.798,40.0,240,54.13007822472388,31.131742659438956
133.33,2460,12,25.0,51.987,203.845,0.302,0.806,40.0,240,54.199232512373264,31.131380747973434
119.236,2202,17,45.0,49.947,195.796,0.324,0.753,40.0,240,54.14892423163751,31.14634357074734
124.083,2291.0,15.333,36.667,50.473,198.086,0.315,0.786,40.0,240.0,54.159,31.136
124.083,2291.0,15.333,36.667,50.473,198.086,0.315,0.786,40.0,240.0,54.159,31.136
106.912,1954,194,50.0,41.847,169.106,0.306,0.698,50.0,80,54.71423789935078,31.41364555885994
105.364,1926,184,55.0,42.991,170.424,0.319,0.79,50.0,80,54.706208183510405,31.368398963476636
102.85,1873,207,70.0,42.479,169.217,0.324,0.909,50.0,80,54.911869194694724,31.4603269386597
105.042,1917.667,195.0,58.333,42.439,169.582,0.316,0.799,50.0,80.0,54.777,31.414
105.042,1917.667,195.0,58.333,42.439,169.582,0.316,0.799,50.0,80.0,54.777,31.414
106.761,1952,165,75.0,44.173,175.451,0.324,0.74,50.0,100,54.692961519858876,31.379453960012217
103.685,1906,76,35.0,43.544,172.35,0.327,0.792,50.0,100,54.39933612239073,31.264448591194274
127.446,2333,200,35.0,45.806,186.956,0.281,0.735,50.0,100,54.627378764604224,31.342419543799753
112.631,2063.667,147.0,48.333,44.508,178.252,0.311,0.756,50.0,100.0,54.573,31.329
112.631,2063.667,147.0,48.333,44.508,178.252,0.311,0.756,50.0,100.0,54.573,31.329
132.974,2424,229,65.0,47.354,192.767,0.279,0.774,50.0,120,54.85742536708467,31.39672519350209
112.589,2066,57,35.0,45.229,180.135,0.313,0.804,50.0,120,54.49621525069289,31.182641327554233
128.494,2341,232,65.0,47.073,192.57,0.288,0.769,50.0,120,54.88868688528785,31.382235539667327
124.686,2277.0,172.667,55.0,46.552,188.491,0.293,0.782,50.0,120.0,54.747,31.321
124.686,2277.0,172.667,55.0,46.552,188.491,0.293,0.782,50.0,120.0,54.747,31.321
115.347,2117,87,60.0,45.463,182.683,0.307,0.797,50.0,140,54.48586308961777,31.242922898672298
112.752,2073,81,50.0,46.633,184.453,0.322,0.793,50.0,140,54.39074650169626,31.203784749407845
